S.no,Wave,Job_name,Job_type,Box_name,Application,Application Owner,,,,
714174,Wave3,medm_mmx_chubb_agent_load_box,BOX,,medm,MHRS US DataMan Support,A91,No,No,No
714175,Wave3,medm_mmx_agent_filewatcher,FW,medm_mmx_chubb_agent_load_box,medm,MHRS US DataMan Support,A91,No,No,No
714176,Wave3,medm_mmx_agent_file_load,CMD,medm_mmx_chubb_agent_load_box,medm,MHRS US DataMan Support,A91,No,No,No
714177,Wave3,medm_mmx_chubb_agent_dup_check_box,BOX,,medm,MHRS US DataMan Support,A91,No,No,No
714178,Wave3,medm_mmx_chubb_agent_dup_check,CMD,medm_mmx_chubb_agent_dup_check_box,medm,MHRS US DataMan Support,A91,No,No,No
714179,Wave3,medm_mmx_chubb_agent_365p_load_box,BOX,,medm,MHRS US DataMan Support,A91,No,No,No
714180,Wave3,medm_mmx_agent_filewatcher_365p,FW,medm_mmx_chubb_agent_365p_load_box,medm,MHRS US DataMan Support,A91,No,No,No
714181,Wave3,medm_mmx_agent_file_365p_load,CMD,medm_mmx_chubb_agent_365p_load_box,medm,MHRS US DataMan Support,A91,No,No,No
714182,Wave3,memmx_d_win_load_mdw_stg1_tables_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714183,Wave3,memmx_d_win_load_mdw_stg1_AFFGRP_CLIENT_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714184,Wave3,memmx_d_win_load_mdw_stg1_AFFILIATION_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714185,Wave3,memmx_d_win_load_mdw_stg1_CERTIFICATE_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714186,Wave3,memmx_d_win_load_mdw_stg1_EMPLOYER_AFFL_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714187,Wave3,memmx_d_win_load_mdw_stg1_EMPLOYER_CHAR_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714188,Wave3,memmx_d_win_load_mdw_stg1_PERSON_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714189,Wave3,memmx_d_win_load_mdw_stg1_PERSON_ALIAS_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714190,Wave3,memmx_d_win_load_mdw_stg1_PERSON_ADDRESS_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714191,Wave3,memmx_d_win_load_mdw_stg1_PERSON_EMAIL_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714192,Wave3,memmx_d_win_load_mdw_stg1_PERSON_PHONE_prd_job,CMD,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714193,Wave3,memmx_d_win_watch_mdwfile_success_notice_prd_job,FW,memmx_d_win_load_mdw_stg1_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714194,Wave3,memmx_d_win_load_mdw_rpt_tables_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714195,Wave3,memmx_d_win_load_mdw_rpt_CONTACT_prd_job,CMD,memmx_d_win_load_mdw_rpt_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714196,Wave3,memmx_d_win_load_mdw_stg_load_check_prd_job,CMD,memmx_d_win_load_mdw_rpt_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714197,Wave3,memmx_d_win_load_mdw_SF_tables_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714198,Wave3,memmx_d_win_load_mdw_SF_CONTACT_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714199,Wave3,memmx_d_win_load_mdw_error_report_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714200,Wave3,memmx_d_win_load_mdw_recon_report_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714201,Wave3,memmx_d_win_load_mdw_arch_successnotif_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714202,Wave3,memmx_d_win_load_mdw_SF_Contact_clientname_EEID_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714203,Wave3,memmx_d_win_load_mdw_SF_CONTACT_tr1_prd_job,CMD,memmx_d_win_load_mdw_SF_tables_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714204,Wave3,memmx_d_win_load_assoc_eps_contact_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714205,Wave3,memmx_d_win_load_assoc_eps_contact_rpt_load_prd_job,CMD,memmx_d_win_load_assoc_eps_contact_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714206,Wave3,memmx_d_win_load_assoc_eps_SF_contact_prd_job,CMD,memmx_d_win_load_assoc_eps_contact_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714207,Wave3,memmx_d_win_load_assoc_eps_stg1_files_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714208,Wave3,memmx_d_win_watch_assoc_eps_ins_prd_job,FW,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714209,Wave3,memmx_d_win_load_assoc_eps_stg1_ins_prd_job,CMD,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714210,Wave3,memmx_d_win_watch_assoc_eps_addr_prd_job,FW,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714211,Wave3,memmx_d_win_load_assoc_eps_stg1_addr_prd_job,CMD,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714212,Wave3,memmx_d_win_watch_assoc_eps_product_prd_job,FW,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714213,Wave3,memmx_d_win_load_assoc_eps_stg1_product_prd_job,CMD,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714214,Wave3,memmx_d_win_watch_assoc_eps_payment_prd_job,FW,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714215,Wave3,memmx_d_win_load_assoc_eps_stg1_payment_prd_job,CMD,memmx_d_win_load_assoc_eps_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714216,Wave3,memmx_d_win_load_assoc_eps_rpt_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714217,Wave3,memmx_d_win_load_assoc_eps_rpt_cert_load_prd_job,CMD,memmx_d_win_load_assoc_eps_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714218,Wave3,memmx_d_win_load_assoc_eps_rpt_billing_details_load_prd_job,CMD,memmx_d_win_load_assoc_eps_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714219,Wave3,memmx_d_win_load_assoc_eps_rpt_billing_info_load_prd_job,CMD,memmx_d_win_load_assoc_eps_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714220,Wave3,memmx_d_win_load_assoc_eps_rpt_payment_info_load_prd_job,CMD,memmx_d_win_load_assoc_eps_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714221,Wave3,memmx_d_win_load_assoc_eps_archive_stgfiles_prd_job,CMD,memmx_d_win_load_assoc_eps_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714222,Wave3,memmx_d_win_load_assoc_eps_sf_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714223,Wave3,memmx_d_win_load_assoc_eps_sf_cert_load_prd_job,CMD,memmx_d_win_load_assoc_eps_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714224,Wave3,memmx_d_win_load_assoc_eps_sf_billing_detail_load_prd_job,CMD,memmx_d_win_load_assoc_eps_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714225,Wave3,memmx_d_win_load_assoc_eps_sf_billing_info_load_prd_job,CMD,memmx_d_win_load_assoc_eps_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714226,Wave3,memmx_d_win_load_assoc_eps_sf_payment_info_load_prd_job,CMD,memmx_d_win_load_assoc_eps_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714227,Wave3,memmx_d_win_load_assoc_imf_sf_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714228,Wave3,memmx_d_win_load_assoc_imf_sf_cert_load_prd_job,CMD,memmx_d_win_load_assoc_imf_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714229,Wave3,memmx_d_win_load_assoc_imf_sf_billing_detail_load_prd_job,CMD,memmx_d_win_load_assoc_imf_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714230,Wave3,memmx_d_win_load_assoc_imf_sf_billing_info_load_prd_job,CMD,memmx_d_win_load_assoc_imf_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714231,Wave3,memmx_d_win_load_assoc_imf_sf_payment_info_load_prd_job,CMD,memmx_d_win_load_assoc_imf_sf_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714232,Wave3,memmx_d_win_load_assoc_imf_rpt_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714233,Wave3,memmx_d_win_load_assoc_imf_rpt_cert_load_prd_job,CMD,memmx_d_win_load_assoc_imf_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714234,Wave3,memmx_d_win_load_assoc_imf_rpt_billing_details_load_prd_job,CMD,memmx_d_win_load_assoc_imf_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714235,Wave3,memmx_d_win_load_assoc_imf_rpt_billing_info_load_prd_job,CMD,memmx_d_win_load_assoc_imf_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714236,Wave3,memmx_d_win_load_assoc_imf_rpt_payment_info_load_prd_job,CMD,memmx_d_win_load_assoc_imf_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714237,Wave3,memmx_d_win_load_assoc_imf_archive_stgfiles_prd_job,CMD,memmx_d_win_load_assoc_imf_rpt_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714238,Wave3,memmx_d_win_load_assoc_imf_stg1_files_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714239,Wave3,memmx_d_win_watch_assoc_imf_ins_prd_job,FW,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714240,Wave3,memmx_d_win_load_assoc_imf_stg1_ins_prd_job,CMD,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714241,Wave3,memmx_d_win_watch_assoc_imf_addr_prd_job,FW,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714242,Wave3,memmx_d_win_load_assoc_imf_stg1_addr_prd_job,CMD,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714243,Wave3,memmx_d_win_watch_assoc_imf_product_prd_job,FW,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714244,Wave3,memmx_d_win_load_assoc_imf_stg1_product_prd_job,CMD,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714245,Wave3,memmx_d_win_watch_assoc_imf_payment_prd_job,FW,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714246,Wave3,memmx_d_win_load_assoc_imf_stg1_payment_prd_job,CMD,memmx_d_win_load_assoc_imf_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714247,Wave3,memmx_d_win_load_assoc_imf_contact_load_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714248,Wave3,memmx_d_win_load_assoc_imf_contact_rpt_load_prd_job,CMD,memmx_d_win_load_assoc_imf_contact_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714249,Wave3,memmx_d_win_load_assoc_imf_SF_contact_prd_job,CMD,memmx_d_win_load_assoc_imf_contact_load_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714250,Wave3,memmx_d_win_load_aux_sf_refresh_weekly_prd_job,CMD,,memmx,MHRS US DataMan Support,A92,No,No,No
714251,Wave3,memmx_d_win_load_aux_sf_refresh_prd_job,CMD,,memmx,MHRS US DataMan Support,A92,No,No,No
714252,Wave3,memmx_d_win_load_sf_purge_VB_objects_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714253,Wave3,memmx_d_win_load_sf_purge_VB_gain_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714254,Wave3,memmx_d_win_load_sf_purge_VB_payment_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714255,Wave3,memmx_d_win_load_sf_purge_VB_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714256,Wave3,memmx_d_win_load_sf_purge_VB_UBS_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714257,Wave3,memmx_d_win_load_aux_purge_VB_gain_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714258,Wave3,memmx_d_win_load_aux_purge_VB_ubs_payment_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714259,Wave3,memmx_d_win_load_aux_purge_VB_gul_payment_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714260,Wave3,memmx_d_win_load_aux_purge_VB_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714261,Wave3,memmx_d_win_load_aux_purge_VB_UBS_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714262,Wave3,memmx_d_win_load_rpt_purge_VB_gain_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714263,Wave3,memmx_d_win_load_rpt_purge_VB_ubs_payment_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714264,Wave3,memmx_d_win_load_rpt_purge_VB_gul_payment_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714265,Wave3,memmx_d_win_load_rpt_purge_VB_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714266,Wave3,memmx_d_win_load_rpt_purge_VB_UBS_Billing_info_prd_job,CMD,memmx_d_win_load_sf_purge_VB_objects_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714267,Wave3,memmx_d_win_load_sf_ext_coe_caseownr_rep_prd_job,CMD,,memmx,MHRS US DataMan Support,A92,No,No,No
714268,Wave3,memmx_d_win_load_sf_extract_cc_auth_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714269,Wave3,memmx_d_win_load_sf_extract_cc_auth_prd_job,CMD,memmx_d_win_load_sf_extract_cc_auth_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714270,Wave3,memmx_d_win_load_gul_move_cc_auth_prd_job,CMD,memmx_d_win_load_sf_extract_cc_auth_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714271,Wave3,memmx_d_win_load_sf_aux_load_prd_job_ccauth,CMD,memmx_d_win_load_sf_extract_cc_auth_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714272,Wave3,memmx_d_win_load_sf_extract_to_gul_token_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714273,Wave3,memmx_d_win_load_sf_aux_load_prd_job_token,CMD,memmx_d_win_load_sf_extract_to_gul_token_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714274,Wave3,memmx_d_win_load_sf_extract_wbntokengul_prd_job,CMD,memmx_d_win_load_sf_extract_to_gul_token_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714275,Wave3,memmx_d_win_load_gul_move_wbntokengul_prd_job,CMD,memmx_d_win_load_sf_extract_to_gul_token_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714276,Wave3,memmx_d_win_load_sf_extract_case_certs_token_prd_job,CMD,memmx_d_win_load_sf_extract_to_gul_token_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714277,Wave3,memmx_d_win_load_gul_rpt_sf_tbls_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714278,Wave3,memmx_d_win_load_gul_rpt_correspondence_prd_job,CMD,memmx_d_win_load_gul_rpt_sf_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714279,Wave3,memmx_d_win_load_gul_sf_correspondence_prd_job,CMD,memmx_d_win_load_gul_rpt_sf_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714280,Wave3,memmx_d_win_load_gul_acsads_stg1_files_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714281,Wave3,memmx_d_win_watch_gulfile_acsads_fch_prd_job,FW,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714282,Wave3,memmx_d_win_load_gul_acsads_stg1_fch_prd_job,CMD,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714283,Wave3,memmx_d_win_watch_gulfile_acsads_fcx_prd_job,FW,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714284,Wave3,memmx_d_win_load_gul_acsads_stg1_fcx_prd_job,CMD,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714285,Wave3,memmx_d_win_watch_gulfile_acsads_let_prd_job,FW,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714286,Wave3,memmx_d_win_load_gul_acsads_stg1_let_prd_job,CMD,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714287,Wave3,memmx_d_win_watch_gulfile_acsads_mle_prd_job,FW,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714288,Wave3,memmx_d_win_load_gul_acsads_stg1_mle_prd_job,CMD,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714289,Wave3,memmx_d_win_watch_gulfile_acsads_trk_prd_job,FW,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714290,Wave3,memmx_d_win_load_gul_acsads_stg1_trk_prd_job,CMD,memmx_d_win_load_gul_acsads_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714291,Wave3,memmx_d_win_load_gul_rpt_tbls_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714292,Wave3,memmx_d_win_load_gul_rpt_insured_info_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714293,Wave3,memmx_d_win_load_gul_rpt_owner_info_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714294,Wave3,memmx_d_win_load_gul_rpt_assignee_info_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714295,Wave3,memmx_d_win_load_gul_rpt_dependent_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714296,Wave3,memmx_d_win_load_gul_rpt_eligibility_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714297,Wave3,memmx_d_win_load_gul_rpt_gain_info_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714298,Wave3,memmx_d_win_load_gul_rpt_ads_disb_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714299,Wave3,memmx_d_win_load_gul_rpt_acs_letter_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714300,Wave3,memmx_d_win_load_gul_rpt_id_theft_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714301,Wave3,memmx_d_win_load_gul_rpt_certificates_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714302,Wave3,memmx_d_win_load_gul_rpt_coverage_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714303,Wave3,memmx_d_win_load_gul_archive_stgfiles_prd_job,CMD,memmx_d_win_load_gul_rpt_tbls_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714304,Wave3,memmx_d_win_load_gul_stg1_files_prd_box,BOX,,memmx,MHRS US DataMan Support,A92,No,No,No
714305,Wave3,memmx_d_win_watch_gulfile_MASTRACT_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714306,Wave3,memmx_d_win_load_gul_stg1_activity_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714307,Wave3,memmx_d_win_watch_gulfile_MASTRCAR_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714308,Wave3,memmx_d_win_load_gul_stg1_CarrierFinancial_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714309,Wave3,memmx_d_win_watch_gulfile_MASTRAHS_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714310,Wave3,memmx_d_win_load_gul_stg1_ActivityHistory_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714311,Wave3,memmx_d_win_watch_gulfile_MASTRBPC_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714312,Wave3,memmx_d_win_load_gul_stg1_BillPayCenter_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714313,Wave3,memmx_d_win_watch_gulfile_MASTRDPN_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714314,Wave3,memmx_d_win_load_gul_stg1_Dependent_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714315,Wave3,memmx_d_win_watch_gulfile_MASTRCM2_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714316,Wave3,memmx_d_win_load_gul_stg1_CoverageType_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714317,Wave3,memmx_d_win_watch_gulfile_MASTRCMF_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714318,Wave3,memmx_d_win_load_gul_stg1_master_detail_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714319,Wave3,memmx_d_win_watch_gulfile_MASTRCVG_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714320,Wave3,memmx_d_win_load_gul_stg1_CoverageHistory_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714321,Wave3,memmx_d_win_watch_gulfile_MASTRELG_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714322,Wave3,memmx_d_win_load_gul_stg1_Eligibility_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714323,Wave3,memmx_d_win_watch_gulfile_MASTRKRR_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714324,Wave3,memmx_d_win_load_gul_stg1_KrollRates_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714325,Wave3,memmx_d_win_watch_gulfile_MASTRIDT_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714326,Wave3,memmx_d_win_load_gul_stg1_IdTActivity_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714327,Wave3,memmx_d_win_watch_gulfile_MASTRIDX_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714328,Wave3,memmx_d_win_load_gul_stg1_SearchIndex_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714329,Wave3,memmx_d_win_watch_gulfile_MASTRIMF_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714330,Wave3,memmx_d_win_load_gul_stg1_InsuredCovgInfo_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714331,Wave3,memmx_d_win_watch_gulfile_MASTRMF2_prd_job,FW,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
714332,Wave3,memmx_d_win_load_gul_stg1_InsuredTwo_prd_job,CMD,memmx_d_win_load_gul_stg1_files_prd_box,memmx,MHRS US DataMan Support,A92,No,No,No
