S.no,Wave,Job_name,Job_type,Box_name,Application,Application Owner,,,,
715769,Wave7,mmbkp_d_bkupops_vrfyclnt_fkl,CMD,mmbkp_d_bkupops_fkl_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715770,Wave7,mmbkp_d_bkupops_slpincomp_fkl,CMD,mmbkp_d_bkupops_fkl_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715771,Wave7,mmbkp_d_bkupops_cleanlogdir_fkl,CMD,mmbkp_d_bkupops_fkl_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715772,Wave7,mmbkp_d_bkupops_vrfyclnt_tor,CMD,mmbkp_d_bkupops_tor_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715773,Wave7,mmbkp_d_bkupops_slpincomp_tor,CMD,mmbkp_d_bkupops_tor_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715774,Wave7,mmbkp_d_bkupops_cleanlogdir_tor,CMD,mmbkp_d_bkupops_tor_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715775,Wave7,mmbkp_d_bkupops_vrfyclnt_dfw,CMD,mmbkp_d_bkupops_dfw_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715776,Wave7,mmbkp_d_bkupops_slpincomp_dfw,CMD,mmbkp_d_bkupops_dfw_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715777,Wave7,mmbkp_d_bkupops_cleanlogdir_dfw,CMD,mmbkp_d_bkupops_dfw_box,mmbkp, MGTI GL Backup Prod Support,B420,No,No,No
715778,Wave7,mmbkp_d_bkupops_emea_box,BOX,,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715779,Wave7,mmbkp_d_bkupops_bed_box,BOX,mmbkp_d_bkupops_emea_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715780,Wave7,mmbkp_d_bkupops_exe_box,BOX,mmbkp_d_bkupops_emea_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715781,Wave7,mmbkp_d_bkupops_vrfyclnt_bed,CMD,mmbkp_d_bkupops_bed_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715782,Wave7,mmbkp_d_bkupops_slpincomp_bed,CMD,mmbkp_d_bkupops_bed_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715783,Wave7,mmbkp_d_bkupops_cleanlogdir_bed,CMD,mmbkp_d_bkupops_bed_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715784,Wave7,mmbkp_d_bkupops_vrfyclnt_exe,CMD,mmbkp_d_bkupops_exe_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715785,Wave7,mmbkp_d_bkupops_slpincomp_exe,CMD,mmbkp_d_bkupops_exe_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715786,Wave7,mmbkp_d_bkupops_cleanlogdir_exe,CMD,mmbkp_d_bkupops_exe_box,mmbkp, MGTI GL Backup Prod Support,B421,No,No,No
715787,Wave7,mebwd_masspriv_grants_db88cn2,CMD,,mebwd,Mercer Global DBA Oracle,B422,No,No,No
715788,Wave7,mebwd_pmover_grants_db88cn2,CMD,,mebwd,Mercer Global DBA Oracle,B423,No,No,No
715789,Wave7,mamm_d_export_basys_usprd1wasshe,CMD,,mamm,MA US Market Master Tier 3,B424,No,No,No
715790,Wave7,mamm_d_report_batch_usprd1wasshe,CMD,,mamm,MA US Market Master Tier 3,B425,No,No,No
715791,Wave7,maprd_d_mconnect_group_members_report_email_usprd1wasshe,CMD,,maprd,MMC GL ATO AES support,B426,No,No,No
715792,Wave7,mamconnect_d_mconnect_userreport_batch_usprd1wasshe,CMD,,mamconnect,MA UK Middleware Sup,B427,No,No,No
715793,Wave7,maprd_d_mconnect_user_deletion_report_email_usprd1wasshe,CMD,,maprd,MMC GL ATO AES support,B428,No,No,No
715794,Wave7,maepol_d_ePolicyNew_batch_usprd1wasshe,CMD,,maepol,MA US ePolicy Spt Tier 3,B429,No,No,No
715795,Wave7,maepol_d_ePolicyNew_Zurich_batch_usprd1wasshe,CMD,,maepol,MA US ePolicy Spt Tier 3,B430,No,No,No
715796,Wave7,maep_w_ePolicyClean_usprd1wasshe,CMD,,maep,MA US ePolicy Spt Tier 3,B431,No,No,No
715797,Wave7,macar_m_GRM_Records_Batch_usprd1wasshe,CMD,,macar,MA US CSA Support,B432,No,No,No
715798,Wave7,mamm_m_load_ambest_usprd1wasshe,CMD,,mamm,MA US Market Master Tier 3,B433,No,No,No
715799,Wave7,mamoi_reminder_email_notification_usprd1wasshe,CMD,,mamoi,MA US MOI Tier 3,B434,No,No,No
715800,Wave7,maaes_m_net_ezcert_distribution,CMD,,maaes,MMC GL ATO AES support,B435,No,No,No
715801,Wave7,maaes_d_exstream_prod,CMD,,maaes,MMC GL ATO AES support,B436,No,No,No
715802,Wave7,maaes_d_exstream_delete_old_files_prod,CMD,,maaes,MMC GL ATO AES support,B437,No,No,No
715803,Wave7,mebwd_pmover_grants_db88cn4,CMD,,mebwd,Mercer Global DBA Oracle,B438,No,No,No
715804,Wave7,mebwd_masspriv_grants_db88cn4,CMD,,mebwd,Mercer Global DBA Oracle,B439,No,No,No
715805,Wave7,punx_save_bkup_db88cn4,CMD,,punx,MGTI GL Backup Prod Support,B440,No,No,No
715806,Wave7,pacc_d_elk_testing_jil_insert_update,CMD,,pacc,MGTI GL RlseMgt-Support,B441,No,No,No
715807,Wave7,mmacc_r_autosys_mamsearch_Prodso_jobs_status_email,CMD,,mmacc,MGTI GL RlseMgt-Support,B442,No,No,No
715808,Wave7,mmacc_r_autosys_epolicy_jobs_status_email,CMD,,mmacc,MGTI GL RlseMgt-Support,B443,No,No,No
715809,Wave7,mebwd_archbk_dd_cordysp,CMD,,mebwd,Mercer Global DBA Oracle,B444,No,No,No
715810,Wave7,mebwd_hotbk_dd_cordysp,CMD,,mebwd,Mercer Global DBA Oracle,B445,No,No,No
715811,Wave7,pacc_r_autosys_set_stuff_elk_chmod,CMD,,pacc,MGTI GL RlseMgt-Support,B446,No,No,No
715812,Wave7,punx_save_bkup_db88cn6,CMD,,punx,MGTI GL Backup Prod Support,B447,No,No,No
715813,Wave7,mefnet_d_clone_backup_box,BOX,,mefnet,MMC GL ATO AES support,B448,No,No,No
715814,Wave7,mefnet_d_do_clone_box,BOX,mefnet_d_clone_backup_box,mefnet,MMC GL ATO AES support,B448,No,No,No
715815,Wave7,mefnet_d_fn_NetBackup_box,BOX,mefnet_d_clone_backup_box,mefnet,MMC GL ATO AES support,B448,No,No,No
715816,Wave7,megldba_d_backup_box,BOX,mefnet_d_clone_backup_box,megldba,MERCER GLOBAL DBA,B448,No,No,No
715817,Wave7,mestor_d_filenet_check_repln,CMD,mefnet_d_do_clone_box,mestor,MGTI GL DataCtr Storage Spt,B448,No,No,No
715818,Wave7,mestor_d_filenet_split_repln,CMD,mefnet_d_do_clone_box,mestor,MGTI GL DataCtr Storage Spt,B448,No,No,No
715819,Wave7,mestor_d_filenet_recreate_clone,CMD,mefnet_d_do_clone_box,mestor,MGTI GL DataCtr Storage Spt,B448,No,No,No
715820,Wave7,mestor_d_filenet_srdf_est,CMD,mefnet_d_do_clone_box,mestor,MGTI GL DataCtr Storage Spt,B448,No,No,No
715821,Wave7,mefnet_d_fn_NetBackup_daily,CMD,mefnet_d_fn_NetBackup_box,mefnet,MMC GL ATO AES support,B448,No,No,No
715822,Wave7,mefnet_d_fn_NetBackup_monthly,CMD,mefnet_d_fn_NetBackup_box,mefnet,MMC GL ATO AES support,B448,No,No,No
715823,Wave7,mefnet_d_fn_NetBackup_weekly,CMD,mefnet_d_fn_NetBackup_box,mefnet,MMC GL ATO AES support,B448,No,No,No
715824,Wave7,megldba_d_backup_monthly,CMD,megldba_d_backup_box,megldba,MERCER GLOBAL DBA,B448,No,No,No
715825,Wave7,megldba_d_backup_daily,CMD,megldba_d_backup_box,megldba,MERCER GLOBAL DBA,B448,No,No,No
715826,Wave7,megldba_d_backup_weekly,CMD,megldba_d_backup_box,megldba,MERCER GLOBAL DBA,B448,No,No,No
715827,Wave7,medba_create_tnsnames,CMD,,medba,MMC GL ATO DBS COPS Oracle,B449,No,No,No
715828,Wave7,megldba_d_backup_daily_test,CMD,,megldba,MERCER GLOBAL DBA,B450,No,No,No
715829,Wave7,megldba_d_backup_daily_test2,CMD,,megldba,MERCER GLOBAL DBA,B451,No,No,No
715830,Wave7,mamod_d_feeciuemailinboundreceiver_batch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B452,No,No,No
715831,Wave7,mamod_d_FeeCIUEmailProcessingBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B453,No,No,No
715832,Wave7,mamod_d_SpecialCIUEmailInboundReceiverBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B454,No,No,No
715833,Wave7,mamod_d_SpecialCIUEmailProcessingBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B455,No,No,No
715834,Wave7,mamod_d_InvoiceEastCIUEmailInboundReceiverBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B456,No,No,No
715835,Wave7,mamod_d_InvoiceEastCIUEmailProcessingBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B457,No,No,No
715836,Wave7,mamod_d_InvoiceWestCIUEmailInboundReceiverBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B458,No,No,No
715837,Wave7,mamod_d_InvoiceWestCIUEmailProcessingBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B459,No,No,No
715838,Wave7,mamod_d_InvoiceCentralCIUEmailInboundReceiverBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B460,No,No,No
715839,Wave7,mamod_d_InvoiceCentralCIUEmailProcessingBatch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B461,No,No,No
715840,Wave7,mamod_d_srcreation_batch_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B462,No,No,No
715841,Wave7,mamod_d_SRCreationcn_email_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B463,No,No,No
715842,Wave7,mamod_d_intermediate_email_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B464,No,No,No
715843,Wave7,mamod_d_intermediatecn_email_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B465,No,No,No
715844,Wave7,mefnet_r_clone_backup_day_box,BOX,,mefnet,MMC GL ATO AES support,B466,No,No,No
715845,Wave7,mefnet_r_fn_NetBackup_day_box,BOX,mefnet_r_clone_backup_day_box,mefnet,MMC GL ATO AES support,B466,No,No,No
715846,Wave7,megldba_r_backup_day_box,BOX,mefnet_r_clone_backup_day_box,megldba,MERCER GLOBAL DBA,B466,No,No,No
715847,Wave7,mefnet_r_fn_NetBackup_day_daily,CMD,mefnet_r_fn_NetBackup_day_box,mefnet,MMC GL ATO AES support,B466,No,No,No
715848,Wave7,megldba_r_backup_day_daily,CMD,megldba_r_backup_day_box,megldba,MERCER GLOBAL DBA,B466,No,No,No
715849,Wave7,maecr_d_batch_usprd1wasshe,CMD,,maecr,Mercer Global DBA Oracle,B467,No,No,No
715850,Wave7,maaes_w_ldif_to_db_batch_usprd1wasshe,CMD,,maaes,MMC GL ATO AES support,B468,No,No,No
715851,Wave7,mapdcs_d_IPDCS_batch_usprd1wasshe,CMD,,mapdcs,Mercer Global DBA Oracle,B469,No,No,No
715852,Wave7,mapdcs_d_ltpdcs_batch_usprd1wasshe,CMD,,mapdcs,Mercer Global DBA Oracle,B470,No,No,No
715853,Wave7,mapdcs_d_ltpdcs_renew_batch_usprd1wasshe,CMD,,mapdcs,Mercer Global DBA Oracle,B471,No,No,No
715854,Wave7,mevel_d_vel_31as15v_BOISE_INVOICE_PRINT,CMD,,mevel,MHR AF US Velocity Mercer,B472,No,No,No
715855,Wave7,mmacc_r_autosys_mavel_jobs_status_email,CMD,,mmacc,MGTI GL RlseMgt-Support,B473,No,No,No
715856,Wave7,mmacc_r_autosys_mevel_jobs_status_email,CMD,,mmacc,MGTI GL RlseMgt-Support,B474,No,No,No
715857,Wave7,mamod_d_reportbatch_daily_usprd1wasshe,CMD,,mamod,MA NA Marsh On Demand Supt,B475,No,No,No
715858,Wave7,pmmacc_y_pswd_chg_reminder_xmatters,CMD,,pmmacc,MGTI GL RlseMgt-Support,B476,No,No,No
715859,Wave7,pmmacc_y_pswd_chg_reminder_alertsite,CMD,,pmmacc,MGTI GL RlseMgt-Support,B477,No,No,No
715860,Wave7,pmmacc_y_pswd_chg_reminder_tws,CMD,,pmmacc,MGTI GL RlseMgt-Support,B478,No,No,No
715861,Wave7,pmmacc_y_pswd_chg_reminder_spectrum,CMD,,pmmacc,MGTI GL RlseMgt-Support,B479,No,No,No
715862,Wave7,pmmacc_y_pswd_chg_reminder_ehealth,CMD,,pmmacc,MGTI GL RlseMgt-Support,B480,No,No,No
715863,Wave7,pmmacc_y_pswd_chg_reminder_introscope,CMD,,pmmacc,MGTI GL RlseMgt-Support,B481,No,No,No
715864,Wave7,pmmacc_y_pswd_chg_reminder_autosys,CMD,,pmmacc,MGTI GL RlseMgt-Support,B482,No,No,No
715865,Wave7,pmmacc_y_pswd_chg_reminder_appdynamic,CMD,,pmmacc,MGTI GL RlseMgt-Support,B483,No,No,No
715866,Wave7,pmmacc_y_pswd_chg_reminder_solimar,CMD,,pmmacc,MGTI GL RlseMgt-Support,B484,No,No,No
715867,Wave7,pmmacc_y_pswd_chg_reminder_workflow,CMD,,pmmacc,MGTI GL RlseMgt-Support,B485,No,No,No
715868,Wave7,pmmacc_y_pswd_chg_reminder_docview,CMD,,pmmacc,MGTI GL RlseMgt-Support,B486,No,No,No
715869,Wave7,pmmacc_m_audit_mercer_eu,CMD,,pmmacc,MGTI GL RlseMgt-Support,B487,No,No,No
715870,Wave7,pmmacc_q_audit_monitoring_baseline,CMD,,pmmacc,MGTI GL RlseMgt-Support,B488,No,No,No
715871,Wave7,pmmacc_w_audit_autosys_dev_console_cleanup,CMD,,pmmacc,MGTI GL RlseMgt-Support,B489,No,No,No
715872,Wave7,pmmacc_y_pswd_chg_reminder_autosys_svcacnt,CMD,,pmmacc,MGTI GL RlseMgt-Support,B490,No,No,No
715873,Wave7,matdata_d_AWS_VPNTunnel_Heartbeat,CMD,,matdata,MA NA Marsh On Demand Supt,B491,No,No,No
715874,Wave7,mewb_d_box_SPP_PRD_OHS_STOP_21as347,BOX,,mewb,MMC GL ATO AES support,B492,No,No,No
715875,Wave7,mewb_d_stop_SPP_PRD_OHS_21as347,CMD,mewb_d_box_SPP_PRD_OHS_STOP_21as347,mewb,MMC GL ATO AES support,B492,No,No,No
715876,Wave7,mewb_d_stop_SPP_PRD_OHS_21as348,CMD,mewb_d_box_SPP_PRD_OHS_STOP_21as347,mewb,MMC GL ATO AES support,B492,No,No,No
715877,Wave7,mewb_d_box_SPP_PRD_OHS_START_21as347,BOX,,mewb,MMC GL ATO AES support,B493,No,No,No
715878,Wave7,mewb_d_start_SPP_PRD_OHS_21as347,CMD,mewb_d_box_SPP_PRD_OHS_START_21as347,mewb,MMC GL ATO AES support,B493,No,No,No
715879,Wave7,mewb_d_start_SPP_PRD_OHS_21as348,CMD,mewb_d_box_SPP_PRD_OHS_START_21as347,mewb,MMC GL ATO AES support,B493,No,No,No
715880,Wave7,mewb_d_box_MRMS_PRD_OHS_START_21as345,BOX,,mewb,MMC GL ATO AES support,B494,No,No,No
715881,Wave7,mewb_d_start_MRMS_PRD_OHS_21as345,CMD,mewb_d_box_MRMS_PRD_OHS_START_21as345,mewb,MMC GL ATO AES support,B494,No,No,No
715882,Wave7,mewb_d_start_MRMS_PRD_OHS_21as347,CMD,mewb_d_box_MRMS_PRD_OHS_START_21as345,mewb,MMC GL ATO AES support,B494,No,No,No
715883,Wave7,mewb_d_box_MRMS_PRD_OHS_STOP_21as345,BOX,,mewb,MMC GL ATO AES support,B495,No,No,No
715884,Wave7,mewb_d_stop_MRMS_PRD_OHS_21as345,CMD,mewb_d_box_MRMS_PRD_OHS_STOP_21as345,mewb,MMC GL ATO AES support,B495,No,No,No
715885,Wave7,mewb_d_stop_MRMS_PRD_OHS_21as347,CMD,mewb_d_box_MRMS_PRD_OHS_STOP_21as345,mewb,MMC GL ATO AES support,B495,No,No,No
715886,Wave7,maaes_d_exstream_gulbill_prod,CMD,,maaes,MMC GL ATO AES support,B496,No,No,No
715887,Wave7,maaes_d_exstream_gulbill_delete_old_files_prod,CMD,,maaes,MMC GL ATO AES support,B497,No,No,No
715888,Wave7,rpt_tbs_hb40_mmc,CMD,,rpt,MMC GL ATO DBS Oracle,B498,No,No,No
715889,Wave7,mechat_d_chat_sl_check,CMD,,mechat,MHRS CHAT Support,B499,No,No,No
715890,Wave7,medm_ibc_docprod_load_box,BOX,,medm,MHRS US DataMan Support,B500,No,No,No
715891,Wave7,medm_ibc_docprod_load,CMD,medm_ibc_docprod_load_box,medm,MHRS US DataMan Support,B500,No,No,No
715892,Wave7,medm_ibc_bw_to_docprod_box,BOX,,medm,MHRS US DataMan Support,B501,No,No,No
715893,Wave7,medm_ibc_bw_to_docprod_file,CMD,medm_ibc_bw_to_docprod_box,medm,MHRS US DataMan Support,B501,No,No,No
715894,Wave7,medm_wf_GCP_Data_Load_box,BOX,,medm,MHRS US DataMan Support,B502,No,No,No
715895,Wave7,medm_wf_GCP_DataVault_Load,CMD,medm_wf_GCP_Data_Load_box,medm,MHRS US DataMan Support,B502,No,No,No
715896,Wave7,medm_wf_HPCM_Snapshot_report,CMD,medm_wf_GCP_Data_Load_box,medm,MHRS US DataMan Support,B502,No,No,No
715897,Wave7,medm_ehealth_hist_mmdva_datetime_load_box,BOX,,medm,MHRS US DataMan Support,B503,No,No,No
715898,Wave7,medm_ehealth_mmdva_datetime_load,CMD,medm_ehealth_hist_mmdva_datetime_load_box,medm,MHRS US DataMan Support,B503,No,No,No
715899,Wave7,medm_ibc_bw_to_docprod_adhoc_box,BOX,,medm,MHRS US DataMan Support,B504,No,No,No
715900,Wave7,medm_ibc_bw_to_docprod_adhoc_file,CMD,medm_ibc_bw_to_docprod_adhoc_box,medm,MHRS US DataMan Support,B504,No,No,No
715901,Wave7,medm_ibc_uw_docprod_recon_file_load_box,BOX,,medm,MHRS US DataMan Support,B505,No,No,No
715902,Wave7,medm_ibc_uw_docprod_recon_idx_filewatcher,FW,medm_ibc_uw_docprod_recon_file_load_box,medm,MHRS US DataMan Support,B505,No,No,No
715903,Wave7,medm_ibc_uw_docprod_recon_file_load,CMD,medm_ibc_uw_docprod_recon_file_load_box,medm,MHRS US DataMan Support,B505,No,No,No
715904,Wave7,medm_ibc_uw_docprod_recon_status_load_box,BOX,,medm,MHRS US DataMan Support,B506,No,No,No
715905,Wave7,medm_ibc_uw_docprod_recon_status_filewatcher,FW,medm_ibc_uw_docprod_recon_status_load_box,medm,MHRS US DataMan Support,B506,No,No,No
715906,Wave7,medm_ibc_uw_docprod_recon_status_load,CMD,medm_ibc_uw_docprod_recon_status_load_box,medm,MHRS US DataMan Support,B506,No,No,No
715907,Wave7,medm_mmx_kingspan_load_box,BOX,,medm,MHRS US DataMan Support,B507,No,No,No
715908,Wave7,medm_mmx_kingspan1_filewatcher,FW,medm_mmx_kingspan_load_box,medm,MHRS US DataMan Support,B507,No,No,No
715909,Wave7,medm_mmx_kingspan2_filewatcher,FW,medm_mmx_kingspan_load_box,medm,MHRS US DataMan Support,B507,No,No,No
715910,Wave7,medm_mmx_kingspan_file_combine_load,CMD,medm_mmx_kingspan_load_box,medm,MHRS US DataMan Support,B507,No,No,No
715911,Wave7,medm_ibc_bw_to_docprod_AF_adhoc_box,BOX,,medm,MHRS US DataMan Support,B508,No,No,No
715912,Wave7,medm_ibc_bw_to_docprod_AF_adhoc_file,CMD,medm_ibc_bw_to_docprod_AF_adhoc_box,medm,MHRS US DataMan Support,B508,No,No,No
715913,Wave7,medm_check_feed_status,CMD,,medm,MHRS US DataMan Support,B509,No,No,No
715914,Wave7,medm_check_trustee_feed_status,CMD,,medm,MHRS US DataMan Support,B510,No,No,No
715915,Wave7,medm_check_toronto_auth_feed_status,CMD,,medm,MHRS US DataMan Support,B511,No,No,No
715916,Wave7,medm_check_feed_mmx_jobs,CMD,,medm,MHRS US DataMan Support,B512,No,No,No
715917,Wave7,medm_ibc_core_bw_missing_dblink,CMD,,medm,MHRS US DataMan Support,B513,No,No,No
715918,Wave7,medm_GCP_Datamart_Load_HB_Adhoc,CMD,,medm,MHRS US DataMan Support,B514,No,No,No
715919,Wave7,medm_GCP_Datamart_Load_Adhoc,CMD,,medm,MHRS US DataMan Support,B515,No,No,No
715920,Wave7,medm_ibc_core_bw_load_2_SSN_Change_test,CMD,,medm,MHRS US DataMan Support,B516,No,No,No
715921,Wave7,medm_ibc_core_duplicate_check_before_cycle,CMD,,medm,MHRS US DataMan Support,B517,No,No,No
715922,Wave7,macbc_d_diary_creation,CMD,,macbc,MA US Velocity CBC,B518,No,No,No
715923,Wave7,maaig_d_epolicyNEW_prodaig_usprd1wasshe,CMD,,maaig,MA US ePolicy Spt Tier 3,B519,No,No,No
715924,Wave7,machub_d_epolicyNEW_prodchubb_usprd1wasshe,CMD,,machub,MA US ePolicy Spt Tier 3,B520,No,No,No
715925,Wave7,matrav_d_epolicyNEW_prodtravelers_usprd1wasshe,CMD,,matrav,MA US ePolicy Spt Tier 3,B521,No,No,No
715926,Wave7,medm_mmx_recon_load_box,BOX,,medm,MHRS US DataMan Support,B522,No,No,No
715927,Wave7,medm_mmx_recon_filewatcher,FW,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715928,Wave7,medm_mmx_recon_parse_file,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715929,Wave7,medm_mmx_recon_file_to_stage,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715930,Wave7,medm_mmx_recon_email_error,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715931,Wave7,medm_mmx_recon_compare,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715932,Wave7,medm_mmx_recon_dr_extract_file_load,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715933,Wave7,medm_mmx_recon_email_notification,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715934,Wave7,medm_mmx_recon_stage_file,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715935,Wave7,medm_mmx_recon_del_stage_file,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715936,Wave7,medm_mmx_recon_compare_ong,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715937,Wave7,medm_mmx_recon_filewatcher_mail,CMD,medm_mmx_recon_load_box,medm,MHRS US DataMan Support,B522,No,No,No
715938,Wave7,maaes_d_exstream_packets_delete_old_files_production,CMD,,maaes,MMC GL ATO AES support,B523,No,No,No
715939,Wave7,maaes_d_exstream_Production,CMD,,maaes,MMC GL ATO AES support,B524,No,No,No
715940,Wave7,pmmacc_d_autosys_PRD_sql_machine_list,CMD,,pmmacc,MGTI GL RlseMgt-Support,B525,No,No,No
715941,Wave7,pacc_r_autosys_win_stuff_elk_dir,CMD,,pacc,MGTI GL RlseMgt-Support,B526,No,No,No
715942,Wave7,pacc_d_autosys_chase_30mins_usfkl21as211v,CMD,,pacc,MGTI GL RlseMgt-Support,B527,No,No,No
715943,Wave7,medm_ibc_docprod_pullconfirm_load_box,BOX,,medm,MHRS US DataMan Support,B528,No,No,No
715944,Wave7,medm_ibc_docprod_pull_filewatcher,FW,medm_ibc_docprod_pullconfirm_load_box,medm,MHRS US DataMan Support,B528,No,No,No
715945,Wave7,medm_ibc_docprod_pullconfirm_load,CMD,medm_ibc_docprod_pullconfirm_load_box,medm,MHRS US DataMan Support,B528,No,No,No
715946,Wave7,mmstor_r_dssp13_prod_box,BOX,,mmstor,MGTI GL DataCtr Storage Spt,B529,No,No,No
715947,Wave7,mmstor_r_dssp13_prod_check_clone,CMD,mmstor_r_dssp13_prod_box,mmstor,MGTI GL DataCtr Storage Spt,B529,No,No,No
715948,Wave7,mmstor_r_dssp13_prod_recreate_clone,CMD,mmstor_r_dssp13_prod_box,mmstor,MGTI GL DataCtr Storage Spt,B529,No,No,No
715949,Wave7,mmstor_r_dssp13_prod_activate_clone,CMD,mmstor_r_dssp13_prod_box,mmstor,MGTI GL DataCtr Storage Spt,B529,No,No,No
715950,Wave7,pmmacc_y_pswd_chg_reminder_data_transfer_certs,CMD,,pmmacc,MGTI GL RlseMgt-Support,B530,No,No,No
715951,Wave7,mamdocs_d_indexsnap_AS89_Inst_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B531,No,No,No
715952,Wave7,mamdocs_d_indexsuspend_AS89_Inst,CMD,mamdocs_d_indexsnap_AS89_Inst_box,mamdocs,MGTI GL DataCtr Storage Spt,B531,No,No,No
715953,Wave7,mmstor_d_indexsnap_AS89_Inst,CMD,mamdocs_d_indexsnap_AS89_Inst_box,mmstor,MGTI GL DataCtr Storage Spt,B531,No,No,No
715954,Wave7,mamdocs_d_indexresume_AS89_Inst,CMD,mamdocs_d_indexsnap_AS89_Inst_box,mamdocs,MGTI GL DataCtr Storage Spt,B531,No,No,No
715955,Wave7,mamdocs_d_indexsnap_AS89_Cons_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B532,No,No,No
715956,Wave7,mamdocs_d_indexsuspend_AS89_Cons,CMD,mamdocs_d_indexsnap_AS89_Cons_box,mamdocs,MGTI GL DataCtr Storage Spt,B532,No,No,No
715957,Wave7,mmstor_d_indexsnap_AS89_Cons,CMD,mamdocs_d_indexsnap_AS89_Cons_box,mmstor,MGTI GL DataCtr Storage Spt,B532,No,No,No
715958,Wave7,mamdocs_d_indexresume_AS89_Cons,CMD,mamdocs_d_indexsnap_AS89_Cons_box,mamdocs,MGTI GL DataCtr Storage Spt,B532,No,No,No
715959,Wave7,mamdocs_d_indexsnap_AS89_Arch_box,BOX,,mamdocs,MGTI GL DataCtr Storage Spt,B533,No,No,No
715960,Wave7,mamdocs_d_indexsuspend_AS89_Arch,CMD,mamdocs_d_indexsnap_AS89_Arch_box,mamdocs,MGTI GL DataCtr Storage Spt,B533,No,No,No
715961,Wave7,mmstor_d_indexsnap_AS89_Arch,CMD,mamdocs_d_indexsnap_AS89_Arch_box,mmstor,MGTI GL DataCtr Storage Spt,B533,No,No,No
715962,Wave7,mamdocs_d_indexresume_AS89_Arch,CMD,mamdocs_d_indexsnap_AS89_Arch_box,mamdocs,MGTI GL DataCtr Storage Spt,B533,No,No,No
715963,Wave7,manpt_d_npt_usprd1wasshe,CMD,,manpt,MMC GL ATO DBS MSSQL,B534,No,No,No
715964,Wave7,matm_d_atm3batch_usprd1wasshe,CMD,,matm,MA US ATM Support Tier 3,B535,No,No,No
715965,Wave7,marui_d_ruibatch_hourly_usprd1wasshe,CMD,,marui,MA US PCR Support Tier 3,B536,No,No,No
715966,Wave7,mavel_d_vel_31as15v_Q3FEDEX_PG_CANCEL,CMD,,mavel,MA US Velocity MSP,B537,No,No,No
715967,Wave7,mammip_user_d_primary_contact_email_notification_usprd1wasshe,CMD,,mammip,MA US Market Master Tier 3,B538,No,No,No
715968,Wave7,mammip_user_d_MIG_team_email_notification__usprd1wasshe,CMD,,mammip,MA US Market Master Tier 3,B539,No,No,No
